status,development_run,protocol_version,width,seed,controller,ranked,contract_success,acquisitions_to_contract,first_monitor_pass_acquisition,confirmed_monitor_entry_acquisition,commissioning_acquisitions,ordinary_monitor_acquisitions,probe_acquisitions,total_monitor_acquisitions,payload_validation_acquisitions,total_quantum_executions_to_usable,final_measured_monitor_rmse,final_evaluator_only_phase_rmse,payload_bitwise_zero_probability_at_entry,simulator_runtime_seconds,host_update_seconds,host_controller_initialization_seconds,host_commissioning_seconds,host_ordinary_update_seconds,host_probe_update_seconds,traffic_scalars,traffic_bytes_float64,controller_mutable_float_words_per_channel,controller_updates_to_contract,error_type,error_message
PASS,False,1.0.0-local-freeze,4,1239900679,retained_residual,True,True,13,6,13,0,13,0,13,1,14,0.024473499426659575,0.04857098011324515,0.9921875,0.007645576901268214,0.0015703450771979988,0.00014547904720529914,0.0,0.0014248660299926996,0.0,104,832,6.0,12,,
PASS,False,1.0.0-local-freeze,4,1239900679,anderson_residual,True,True,13,6,13,0,13,0,13,1,14,0.023529824567076772,0.05302707525925832,0.9912109375,0.009716276836115867,0.005300537042785436,0.0002884979476220906,0.0,0.005012039095163345,0.0,104,832,16.0,12,,
PASS,False,1.0.0-local-freeze,4,1239900679,full_broyden,True,True,6,4,6,0,6,0,6,1,7,0.022688993273476347,0.039391910849161986,0.99169921875,0.004031451186165214,0.0020666890195570886,0.00024879799457266927,0.0,0.0018178910249844193,0.0,48,384,7.0,5,,
PASS,False,1.0.0-local-freeze,4,1239900679,dense_fd,True,True,39,18,39,5,34,0,39,1,40,0.023151882629796956,0.053332694473924386,0.9892578125,0.024992797058075666,0.0069882930256426334,9.283103281632066e-05,3.6090961657464504e-05,0.006859371031168848,0.0,312,2496,5.0,33,,
PASS,False,1.0.0-local-freeze,4,1239900679,oracle,False,True,3,1,3,0,3,0,3,1,4,0.022976149320859684,1.3877787807814457e-17,0.9951171875,0.0010965749388560653,6.458093412220478e-05,3.424898022785783e-05,0.0,3.0331953894346952e-05,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,1573996,retained_residual,True,True,26,6,26,0,26,0,26,1,27,0.0289471414376901,0.054893787089542616,0.994140625,0.02052586484933272,0.004592626180965453,0.00014164502499625087,0.0,0.0044509811559692025,0.0,208,1664,6.0,25,,
PASS,False,1.0.0-local-freeze,4,1573996,anderson_residual,True,True,118,28,118,0,118,0,118,1,119,0.029449320580331347,0.11734628643046455,0.98193359375,0.06748885655542836,0.05296499282121658,0.00012621597852557898,0.0,0.052838776842691004,0.0,944,7552,16.0,117,,
PASS,False,1.0.0-local-freeze,4,1573996,full_broyden,True,True,13,6,13,0,13,0,13,1,14,0.0323209824339343,0.0480344275195386,0.99462890625,0.014055164938326925,0.0032205850002355874,0.0002591949887573719,0.0,0.0029613900114782155,0.0,104,832,7.0,12,,
PASS,False,1.0.0-local-freeze,4,1573996,dense_fd,True,True,20,12,20,5,15,0,20,1,21,0.022293461581782244,0.04786634726846816,0.9951171875,0.010141044680494815,0.005116864922456443,5.933298962190747e-05,2.1821993868798018e-05,0.005035709938965738,0.0,160,1280,5.0,14,,
PASS,False,1.0.0-local-freeze,4,1573996,oracle,False,True,3,1,3,0,3,0,3,1,4,0.02992714977334483,0.0,0.99755859375,0.0064301760867238045,0.0002006489667110145,7.665297016501427e-05,0.0,0.00012399599654600024,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,1558604323,retained_residual,True,True,13,8,13,0,13,0,13,1,14,0.023593068397225893,0.02450120677200739,0.9921875,0.005860647885128856,0.00160491798305884,0.00022012495901435614,0.0,0.001384793024044484,0.0,104,832,6.0,12,,
PASS,False,1.0.0-local-freeze,4,1558604323,anderson_residual,True,True,9,7,9,0,9,0,9,1,10,0.021427078138272614,0.023645687683765463,0.9931640625,0.004300234082620591,0.0019257828244008124,0.00019866396905854344,0.0,0.001727118855342269,0.0,72,576,16.0,8,,
PASS,False,1.0.0-local-freeze,4,1558604323,full_broyden,True,True,14,9,14,0,14,0,14,1,15,0.012645329603105614,0.0580288890863537,0.98583984375,0.007779860985465348,0.003631258849054575,0.00021221197675913572,0.0,0.0034190468722954392,0.0,112,896,7.0,13,,
PASS,False,1.0.0-local-freeze,4,1558604323,dense_fd,True,True,11,9,11,5,6,0,11,1,12,0.02268636609230981,0.039782747541144706,0.990234375,0.0068334119860082865,0.0018887929618358612,9.684101678431034e-05,1.978897489607334e-05,0.0017721629701554775,0.0,88,704,5.0,5,,
PASS,False,1.0.0-local-freeze,4,1558604323,oracle,False,True,3,1,3,0,3,0,3,1,4,0.01362547493903049,0.0,0.99365234375,0.002751633001025766,0.00010756799019873142,4.178797826170921e-05,0.0,6.578001193702221e-05,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,1280968996,retained_residual,True,True,12,7,12,0,12,0,12,1,13,0.026600126656252263,0.011407163476760223,0.994140625,0.009835892939008772,0.0026263620238751173,0.000211414007935673,0.0,0.0024149480159394443,0.0,96,768,6.0,11,,
PASS,False,1.0.0-local-freeze,4,1280968996,anderson_residual,True,True,12,7,12,0,12,0,12,1,13,0.027481820426401425,0.03287454815735254,0.9921875,0.009376618079841137,0.005951913946773857,0.00020847102859988809,0.0,0.005743442918173969,0.0,96,768,16.0,11,,
PASS,False,1.0.0-local-freeze,4,1280968996,full_broyden,True,True,8,4,8,0,8,0,8,1,9,0.021714795527891007,0.04386770491188772,0.99072265625,0.0052270100568421185,0.0019974149763584137,0.00021480798022821546,0.0,0.0017826069961301982,0.0,64,512,7.0,7,,
PASS,False,1.0.0-local-freeze,4,1280968996,dense_fd,True,True,14,10,14,5,9,0,14,1,15,0.03084202532212272,0.03927372801852323,0.9912109375,0.012364599970169365,0.002851380966603756,8.341495413333178e-05,3.84559971280396e-05,0.0027295100153423846,0.0,112,896,5.0,8,,
PASS,False,1.0.0-local-freeze,4,1280968996,oracle,False,True,3,1,3,0,3,0,3,1,4,0.011406881236546549,0.0,0.99462890625,0.0024002030841074884,8.815800538286567e-05,3.6026991438120604e-05,0.0,5.2131013944745064e-05,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,946144272,retained_residual,True,True,18,6,18,0,18,0,18,1,19,0.01807836188554319,0.041077774669197736,0.99267578125,0.011604120896663517,0.0030921338475309312,0.00023393199080601335,0.0,0.002858201856724918,0.0,144,1152,6.0,17,,
PASS,False,1.0.0-local-freeze,4,946144272,anderson_residual,True,True,11,6,11,0,11,0,11,1,12,0.02759032112150396,0.09135672356877779,0.98193359375,0.015624346968252212,0.003733063058461994,0.00020472804317250848,0.0,0.0035283350152894855,0.0,88,704,16.0,10,,
PASS,False,1.0.0-local-freeze,4,946144272,full_broyden,True,True,9,7,9,0,9,0,9,1,10,0.030625054884880865,0.03811740358440096,0.9921875,0.010764949955046177,0.0032268649083562195,0.00023149099433794618,0.0,0.0029953739140182734,0.0,72,576,7.0,8,,
PASS,False,1.0.0-local-freeze,4,946144272,dense_fd,True,True,15,13,15,5,10,0,15,1,16,0.03264119983274667,0.04651906319385685,0.9912109375,0.01698531402507797,0.002740942931268364,9.715295163914561e-05,4.125497071072459e-05,0.002602535008918494,0.0,120,960,5.0,9,,
PASS,False,1.0.0-local-freeze,4,946144272,oracle,False,True,4,2,4,0,4,0,4,1,5,0.022969014172754047,0.0,0.9951171875,0.0021639479673467577,0.00013034493895247579,4.155997885391116e-05,0.0,8.878496009856462e-05,0.0,32,256,1.0,3,,
PASS,False,1.0.0-local-freeze,4,1536741766,retained_residual,True,True,8,6,8,0,8,0,8,1,9,0.02221344304184003,0.04635512878230563,0.99365234375,0.00990526401437819,0.0054461529944092035,0.00020477600628510118,0.0,0.005241376988124102,0.0,64,512,6.0,7,,
PASS,False,1.0.0-local-freeze,4,1536741766,anderson_residual,True,True,15,8,15,0,15,0,15,1,16,0.030058559643265658,0.05456498173008206,0.99169921875,0.00936828990234062,0.016431936877779663,0.00017016800120472908,0.0,0.016261768876574934,0.0,120,960,16.0,14,,
PASS,False,1.0.0-local-freeze,4,1536741766,full_broyden,True,True,8,6,8,0,8,0,8,1,9,0.01614007744686638,0.0511694438845991,0.99267578125,0.004040399915538728,0.0021100399899296463,0.0002466220175847411,0.0,0.0018634179723449051,0.0,64,512,7.0,7,,
FAIL_CONTRACT_TIMEOUT,False,1.0.0-local-freeze,4,1536741766,dense_fd,True,False,,,,5,175,0,180,0,,0.31170844919112217,1.8910704368550437,,0.12085851334268227,0.035397946659941226,7.542403182014823e-05,3.841996658593416e-05,0.035284102661535144,0.0,1440,11520,5.0,,,
PASS,False,1.0.0-local-freeze,4,1536741766,oracle,False,True,3,1,3,0,3,0,3,1,4,0.01907814884418619,0.0,0.99609375,0.0026992789935320616,0.00010657304665073752,3.905600169673562e-05,0.0,6.75170449540019e-05,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,2015248058,retained_residual,True,True,9,7,9,0,9,0,9,1,10,0.030166683862656668,0.03666334610297005,0.99462890625,0.006275916937738657,0.006904754030983895,0.00018918304704129696,0.0,0.006715570983942598,0.0,72,576,6.0,8,,
PASS,False,1.0.0-local-freeze,4,2015248058,anderson_residual,True,True,16,10,16,0,16,0,16,1,17,0.029676646206065437,0.02411068512496938,0.99462890625,0.009049172047525644,0.00485536694759503,0.0005956359673291445,0.0,0.004259730980265886,0.0,128,1024,16.0,15,,
PASS,False,1.0.0-local-freeze,4,2015248058,full_broyden,True,True,6,4,6,0,6,0,6,1,7,0.03190662049798565,0.04091960782213914,0.9931640625,0.004278775071725249,0.005425265000667423,0.00012597802560776472,0.0,0.005299286975059658,0.0,48,384,7.0,5,,
PASS,False,1.0.0-local-freeze,4,2015248058,dense_fd,True,True,13,11,13,5,8,0,13,1,14,0.030186435830766408,0.051955477384588784,0.99169921875,0.008403603860642761,0.001716642000246793,8.026399882510304e-05,3.2517011277377605e-05,0.0016038609901443124,0.0,104,832,5.0,7,,
PASS,False,1.0.0-local-freeze,4,2015248058,oracle,False,True,5,1,5,0,5,0,5,1,6,0.017489314904424097,1.3877787807814457e-17,0.99560546875,0.0018868100014515221,8.737097959965467e-05,3.0149996746331453e-05,0.0,5.722098285332322e-05,0.0,40,320,1.0,4,,
PASS,False,1.0.0-local-freeze,4,1062974352,retained_residual,True,True,8,6,8,0,8,0,8,1,9,0.03495945421194383,0.07948590726195495,0.97998046875,0.0031093029538169503,0.0008531250059604645,0.00016563700046390295,0.0,0.0006874880054965615,0.0,64,512,6.0,7,,
PASS,False,1.0.0-local-freeze,4,1062974352,anderson_residual,True,True,8,6,8,0,8,0,8,1,9,0.03133048184250476,0.07166621806503738,0.98291015625,0.004446301027201116,0.0014344400260597467,0.000139258976560086,0.0,0.0012951810494996607,0.0,64,512,16.0,7,,
PASS,False,1.0.0-local-freeze,4,1062974352,full_broyden,True,True,13,11,13,0,13,0,13,1,14,0.032075005395878424,0.04509372342243036,0.990234375,0.01798331900499761,0.0035604260046966374,0.0003400949644856155,0.0,0.003220331040211022,0.0,104,832,7.0,12,,
PASS,False,1.0.0-local-freeze,4,1062974352,dense_fd,True,True,14,12,14,5,9,0,14,1,15,0.019882852070887073,0.05620951061948367,0.98828125,0.009903131111059338,0.0025946759851649404,0.00010293995728716254,3.5683042369782925e-05,0.002456052985507995,0.0,112,896,5.0,8,,
PASS,False,1.0.0-local-freeze,4,1062974352,oracle,False,True,3,1,3,0,3,0,3,1,4,0.029309587899274826,0.0,0.99365234375,0.0020197000121697783,9.994301944971085e-05,4.1481980588287115e-05,0.0,5.846103886142373e-05,0.0,24,192,1.0,2,,
PASS,False,1.0.0-local-freeze,4,317314755,retained_residual,True,True,9,7,9,0,9,0,9,1,10,0.019759560359511957,0.03058905345931253,0.994140625,0.003934521053452045,0.0014233209658414125,0.00015845400048419833,0.0,0.0012648669653572142,0.0,72,576,6.0,8,,
PASS,False,1.0.0-local-freeze,4,317314755,anderson_residual,True,True,10,8,10,0,10,0,10,1,11,0.025186155562572362,0.02189940580720599,0.99560546875,0.00908069300930947,0.0036386800347827375,0.0002762849908322096,0.0,0.003362395043950528,0.0,80,640,16.0,9,,
PASS,False,1.0.0-local-freeze,4,317314755,full_broyden,True,True,9,5,9,0,9,0,9,1,10,0.020094568072762446,0.03005334768473212,0.99462890625,0.008569723984692246,0.005029800988268107,0.0002793360035866499,0.0,0.004750464984681457,0.0,72,576,7.0,8,,
